College Name,Genders Accepted,Campus Size,Total Student Enrollments,Total Faculty,Established Year,Rating,University,Facilities,City,State,Country,College Type,Average Fees,Matched Courses
"JSPM's Imperial College of Engineering and Research, Wagholi, Pune",Co-Ed,3 Acres,2831.0,179.0,2006.0,3.0,"Savitribai Phule Pune University, Pune","Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations, Guest Room, Banks Facilities",Pune,Maharashtra,India,Private,314083.3333333333,"['Civil Engineering', 'Electronics Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Civil Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Electronics Engineering ( VLSI Design and Technology)', 'Structural Engineering', 'Computer Engineering', 'Mechanical Engineering']"
PE Society's Modern College of Engineering,Co-Ed,12 Acres,2830.0,182.0,1999.0,3.0,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Pune,Maharashtra,India,Private,324687.5,"['Electronics Engineering', 'Mechanical Engineering', 'Computer Science and Engineering', 'Computer Engineering', 'Electrical Engineering', 'Electrical Engineering', 'Information Technology', 'Information Technology', 'Mechanical Engineering', 'Computer Science and Engineering']"
Rizvi College of Engineering,Co-Ed,,1576.0,88.0,1998.0,2.7,"University of Mumbai, Mumbai","Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Mumbai,Maharashtra,India,Private,243000.0000000001,"['Civil Engineering', 'Computer Science and Engineering', 'Electronics Engineering', 'Electronics and Computer Engineering', 'Mechanical Engineering']"
"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",Co-Ed,,2216.0,71.0,1990.0,3.0,"University of Mumbai, Mumbai","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Guest Room",Navi Mumbai,Maharashtra,India,Private,315875.0,"['Electronics Engineering', 'Mechanical Engineering', 'Petro Chemical Engineering', 'Computer Science and Engineering', 'Information Technology', 'Instrumentation Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering']"
Pravara Rural Engineering College,Co-Ed,83 Acres,1916.0,118.0,1983.0,3.0,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Swimming Pool, Convenience Store, Alumni Associations",Chandrapur,Maharashtra,India,Private,292923.07692307694,"['Mechanical Engineering', 'Petro Chemical Engineering', 'Civil Engineering', 'Computer Science and Engineering', 'Electronics Engineering', 'Electronics and Computer Engineering', 'Information Technology', 'Instrumentation Engineering', 'Computer Science and Engineering', 'Electronics Engineering ( VLSI Design and Technology)', 'Civil and Environmental Engineering', 'Instrumentation Engineering', 'Structural Engineering']"
Sant Gadge Baba Amravati University,Co-Ed,447 Acres,2043.0,79.0,1983.0,2.9,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Swimming Pool, Alumni Associations, Banks Facilities",Amravati,Maharashtra,India,Public/Government,110792.9411764706,"['Pharmaceuticals Chemistry and Technology', 'Computer Science and Engineering', 'Electronics and Telecommunication Engg', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Mechanical Engineering', 'Civil Engineering', 'Civil Engineering', 'Civil Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Electronics Engineering', 'Electronics Engineering', 'Electronics Engineering', 'Electronics Engineering', 'Information Technology', 'Information Technology', 'Mechanical Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Civil Engineering']"
Sinhgad Academy of Engineering,Co-Ed,,3071.0,150.0,2005.0,3.4,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Pune,Maharashtra,India,Private,302923.07692307694,"['Mechanical Engineering', 'Civil Engineering', 'Computer Science and Engineering', 'Electronics Engineering', 'Computer Engineering', 'Electronics Engineering', 'Information Technology', 'Mechanical Engineering', 'Automobile Engineering', 'Computer Science and Engineering', 'Mechanical Engineering']"
SVPM's College of Engineering,Co-Ed,49 Acres,1760.0,67.0,1990.0,2.9,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Pune,Maharashtra,India,Private,224000.0,"['Mechanical Engineering', 'Civil Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Information Technology', 'Electronics Engineering ( VLSI Design and Technology)']"
Usha Mittal Institute of Technology,Female,,634.0,27.0,1997.0,2.8,"SNDT Womens University, Mumbai","Girls Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Alumni Associations",Mumbai,Maharashtra,India,Public/Government,375000.0,"['Computer Science and Technology', 'Electronics Engineering', 'Electronics and Computer Engineering', 'Information Technology', 'Computer Science and Technology', 'Electronics Engineering', 'Computer Science and Technology', 'Electronics and Communication Engineering']"
Maharshi Karve Stree Shikshan Samstha Cummins College of Engineering for Women,Female,23 Acres,347.0,21.0,2010.0,4.3,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur","Girls Hostel, Gym, Library, Sports, Cafeteria, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations",Nagpur,Maharashtra,India,Private,347000.0,"['Computer Science and Engineering', 'Electronics Engineering', 'Mechanical Engineering', 'Computer Engineering', 'Electronics Engineering', 'Mechanical Engineering']"
KE Society's Rajarambapu Institute of Technology,Co-Ed,42 Acres,3547.0,136.0,1983.0,2.7,"Shivaji University, Kolhapur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Classrooms, Transport, Laboratories, Convenience Store, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Uran Islampur,Maharashtra,India,Private,323136.36363636365,"['Computer Science and Engineering', 'Mechanical Engineering', 'Automobile Engineering', 'Civil Engineering', 'Information Technology', 'Electrical Engineering', 'Electronics Engineering', 'Automobile Engineering', 'Civil Engineering', 'Electrical Engineering', 'Mechanical Engineering', 'Electronics Engineering ( VLSI Design and Technology)', 'Structural Engineering', 'Automobile Engineering', 'Computer Science and Engineering', 'Electronics and Computer Engineering', 'Mechanical and Mechatronics Engineering (Additive Manufacturing)', 'Mechanical Engineering', 'Information Technology', 'Mechanical Engineering', 'Production Engineering', 'Civil Engineering', 'Electronics and Computer Engineering', 'Mechanical Engineering']"
Terna Public Charitable Trust's Terna Engineering College,Co-Ed,,2324.0,52.0,1991.0,2.9,"University of Mumbai, Mumbai","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Alumni Associations",Navi Mumbai,Maharashtra,India,Private,320333.3333333333,"['Computer Science and Engineering', 'Electronics Engineering', 'Mechanical Engineering', 'Civil Engineering', 'Computer Engineering', 'Electronics and Computer Engineering', 'Information Technology', 'Mechatronics Engineering', 'Computer Science and Engineering', 'Electronics Engineering', 'Electronics and Computer Engineering', 'Information Technology', 'Electronics Engineering', 'Electronics and Computer Engineering', 'Information Technology']"
"Anantrao Pawar College of Engineering & Research, Pune",Co-Ed,10 Acres,646.0,46.0,2012.0,3.1,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Swimming Pool, Alumni Associations, Parking Facility",Pune,Maharashtra,India,Private,180571.4285714285,"['Civil Engineering', 'Computer Science and Engineering', 'Electronics Engineering', 'Information Technology', 'Mechanical Engineering', 'Civil Engineering', 'Mechanical Engineering']"
Datta Meghe College of Engineering,Co-Ed,2 Acres,2838.0,126.0,1988.0,2.9,"University of Mumbai, Mumbai","Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations",Navi Mumbai,Maharashtra,India,Private,310000.0,"['Civil Engineering', 'Computer Science and Engineering', 'Electronics and Computer Engineering', 'Petro Chemical Engineering', 'Civil Engineering', 'Information Technology', 'Information Technology', 'Mechanical Engineering', 'Mechanical Engineering', 'Civil Engineering', 'Computer Science and Engineering', 'Electronics Engineering', 'Mechanical Engineering', 'Computer Science and Engineering', 'Civil Engineering', 'Electronics and Computer Engineering', 'Mechanical Engineering']"
Sandip University,Co-Ed,250 Acres,2730.0,126.0,2015.0,3.1,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Wifi, IT Infrastructure, Laboratories",Nashik,Maharashtra,India,Private,262037.5,"['Pharmaceuticals Chemistry and Technology', 'Pharmaceuticals Chemistry and Technology', 'Computer Science and Engineering', 'Civil Engineering', 'Information Technology', 'Computer Science and Engineering', 'Cyber Security', 'Artificial Intelligence and Data Science', 'Electrical Engineering', 'Internet of Things (IoT)', 'Mechanical Engineering', 'Information Technology', 'Data Science', 'Information Technology', 'Electronics Engineering ( VLSI Design and Technology)', 'Civil and Environmental Engineering', 'Structural Engineering', 'Pharmaceuticals Chemistry and Technology', 'Civil Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Mechanical Engineering']"
Priyadarshini College of Engineering,Co-Ed,72 Acres,3128.0,191.0,1990.0,2.9,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Medical/Hospital, IT Infrastructure, Laboratories, Swimming Pool, Alumni Associations, Parking Facility, Banks Facilities",Nagpur,Maharashtra,India,Private,331714.28571428574,"['Mechanical Engineering', 'Computer Science and Technology', 'Electrical Engineering', 'Electronics Engineering', 'Aeronautical Engineering', 'Civil Engineering', 'Electronics Engineering', 'Electronics and Computer Engineering', 'Information Technology', 'Mechanical Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Electronics and Communication Engineering', 'Electronics Engineering ( VLSI Design and Technology)', 'Electrical Engineering', 'Electronics Engineering', 'Electronics and Computer Engineering', 'Mechanical Engineering']"
Annasaheb Dange College of Engineering and Technology,Co-Ed,25 Acres,2664.0,166.0,1999.0,2.9,"Shivaji University, Kolhapur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Classrooms, Transport, Laboratories, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Ashta,Maharashtra,India,Private,266000.0,"['Mechanical Engineering', 'Electrical Engineering', 'Aeronautical Engineering', 'Automobile Engineering', 'Civil Engineering', 'Computer Science and Engineering', 'Electronics Engineering', 'Food Technology', 'Mechanical Engineering', 'Computer Science and Engineering', 'Electronics Engineering', 'Structural Engineering']"
Dr DY Patil Vidyapeeth,Co-Ed,43 Acres,6088.0,678.0,2003.0,2.9,,"Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations",Pimpri-Chinchwad,Maharashtra,India,Private,2919506.329113924,"['Bio Technology', 'Bio Technology', 'Bio Technology', 'Food Technology And Management']"
"Indira College of Engineering & Management, Pune",Co-Ed,,1454.0,65.0,2007.0,3.4,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Pune,Maharashtra,India,Private,322500.0,"['Computer Science and Engineering', 'Mechanical Engineering', 'Civil Engineering', 'Mechanical Engineering', 'Computer Science and Engineering', 'Electronics Engineering']"
JSPM Narhe Technical Campus,Co-Ed,,2610.0,166.0,2011.0,2.7,"Savitribai Phule Pune University, Pune","Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room, Banks Facilities",Pune,Maharashtra,India,Private,254818.18181818185,"['Civil Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Computer Science and Engineering', 'Electronics Engineering', 'Computer Science and Engineering', 'Electronics Engineering ( VLSI Design and Technology)', 'Mechanical Engineering', 'Computer Engineering']"
Dr DY Patil Institute of Engineering Management and Research,Co-Ed,5 Acres,2387.0,102.0,2012.0,2.7,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations",Pimpri-Chinchwad,Maharashtra,India,Private,307000.0,"['Civil Engineering', 'Computer Science and Engineering', 'Mechanical Engineering', 'Petro Chemical Engineering', 'Electronics Engineering', 'Mechanical Engineering']"
"Marathwada Mitra Mandal's College of Engineering, Karvenagar, Pune",Co-Ed,,2483.0,85.0,2006.0,3.3,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Pune,Maharashtra,India,Private,283285.71428571426,"['Computer Science and Engineering', 'Electronics Engineering', 'Mechanical Engineering', 'Electrical Engineering', 'Information Technology', 'Mechanical Engineering', 'Computer Science and Engineering']"
Sandip Institute of Engineering and Management,Co-Ed,11 Acres,2233.0,127.0,2010.0,2.7,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room, Banks Facilities",Nashik,Maharashtra,India,Private,289714.28571428574,"['Civil Engineering', 'Electrical Engineering', 'Mechanical Engineering', 'Civil Engineering', 'Computer Science and Engineering', 'Electronics Engineering', 'Mechanical Engineering']"
Rajiv Gandhi College of Engineering and Research,Co-Ed,,1606.0,110.0,2008.0,2.9,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Banks Facilities",Nagpur,Maharashtra,India,Private,364846.1538461539,"['Computer Science and Engineering', 'Civil Engineering', 'Electrical Engineering', 'Information Technology', 'Mechanical Engineering', 'Computer Science and Engineering', 'Civil Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Electronics Engineering', 'Information Technology', 'Mechanical Engineering']"
Sanjivani College of Engineering,Co-Ed,,2980.0,149.0,1983.0,2.9,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Laboratories, Alumni Associations",Kopargaon,Maharashtra,India,Private,325846.1538461539,"['Civil Engineering', 'Mechanical Engineering', 'Computer Science and Engineering', 'Civil Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Information Technology', 'Mechanical Engineering', 'Computer Science and Engineering', 'Civil and Environmental Engineering']"
"Sinhagad Institute of Technology, Lonavala",Co-Ed,,2745.0,161.0,2004.0,2.9,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Swimming Pool, Convenience Store, Alumni Associations, Guest Room, Banks Facilities",Lonavala,Maharashtra,India,Private,352777.7777777777,"['Mechanical Engineering', 'Computer Science and Engineering', 'Electronics Engineering', 'Mechanical Engineering', 'Computer Engineering', 'Electrical Engineering', 'Information Technology', 'Electronics Engineering', 'Electronics Engineering ( VLSI Design and Technology)', 'Mechanical Engineering']"
Kavayitri Bahinabai Chaudhari North Maharashtra University,Co-Ed,646 Acres,2624.0,84.0,1990.0,2.9,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Jalgaon,Maharashtra,India,Public/Government,154649.72602739726,"['Mechanical Engineering', 'Civil Engineering', 'Computer Science and Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Bio Technology', 'Pharmaceuticals Chemistry and Technology', 'Computer Science and Engineering', 'Civil Engineering', 'Civil Engineering', 'Civil Engineering', 'Civil Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Electrical Engineering', 'Electrical Engineering', 'Electrical Engineering', 'Electronics and Telecommunication Engg', 'Electronics Engineering', 'Electronics Engineering', 'Instrumentation Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Automobile Engineering', 'Civil Engineering', 'Civil Engineering', 'Civil Engineering', 'Civil Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Electrical Engineering', 'Electrical Engineering', 'Electrical Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Electronics Engineering', 'Electronics Engineering', 'Electronics Engineering', 'Electronics Engineering', 'Information Technology', 'Instrumentation Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Civil Engineering', 'Electrical Engineering', 'Electrical Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Information Technology', 'Information Technology', 'Petro Chemical Engineering', 'Bio Technology', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Petro Chemical Engineering', 'Electronics Engineering', 'Information Technology', 'Information Technology', 'Bio Technology', 'Pharmaceuticals Chemistry and Technology', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Electronics and Telecommunication Engg', 'Pharmaceuticals Chemistry and Technology', 'Bio Technology', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Electronics and Telecommunication Engg']"
Narsee Monjee Institute of Management Studies,Co-Ed,65 Acres,,121.0,2007.0,2.9,"Narsee Monjee Institute of Management Studies, Mumbai","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Swimming Pool, Alumni Associations",Savalade,Maharashtra,India,Private,449444.4444444445,"['Computer Engineering', 'Computer Science and Engineering', 'Electronics Engineering', 'Information Technology', 'Mechanical Engineering', 'Mechatronics Engineering', 'Textile Technology', 'Civil Engineering', 'Electronics Engineering', 'Information Technology', 'Mechanical Engineering']"
Pimpri Chinchwad College of Engineering and Research,Co-Ed,10 Acres,1328.0,42.0,2014.0,2.9,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories",Pimpri-Chinchwad,Maharashtra,India,Private,388000.0,"['Mechanical Engineering', 'Civil Engineering', 'Computer Science and Engineering', 'Electronics Engineering']"
MIT School of Bioengineering Sciences and Research,Co-Ed,125 Acres,,12.0,2016.0,2.8,"MIT Art Design and Technology University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Swimming Pool",Pune,Maharashtra,India,Private,498333.3333333333,['Bio Technology']
Sinhgad Institute of Technology and Science,Co-Ed,,2124.0,126.0,2008.0,3.3,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Guest Room",Pune,Maharashtra,India,Private,348285.71428571426,"['Civil Engineering', 'Electronics Engineering', 'Mechanical Engineering', 'Computer Science and Engineering', 'Computer Engineering', 'Information Technology']"
DY Patil College of Engineering,Co-Ed,,1251.0,84.0,2009.0,2.9,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Transport, Laboratories",Pune,Maharashtra,India,Private,284333.3333333333,"['Mechanical Engineering', 'Computer Science and Engineering', 'Computer Engineering', 'Electronics Engineering', 'Electronics Engineering', 'Information Technology', 'Computer Science and Engineering']"
Mahatma Phule Krishi Vidyapeeth,Co-Ed,,,85.0,1968.0,2.9,,"Library, Sports, Laboratories, Alumni Associations",Digras,Maharashtra,India,Public/Government,199420.0,"['Agriculture Engineering', 'Agriculture Engineering', 'Agricultural Engineering', 'Agricultural Engineering', 'Agriculture Engineering', 'Agriculture Engineering', 'Agricultural Engineering', 'Agriculture Engineering', 'Agricultural Engineering', 'Agricultural Engineering', 'Bio Technology', 'Food Technology', 'Agriculture Engineering', 'Bio Technology', 'Food Technology', 'Agricultural Engineering', 'Agricultural Engineering', 'Food Technology']"
Smt Kashibai Navale College of Engineering,Co-Ed,5 Acres,4537.0,206.0,2001.0,2.8,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Swimming Pool, Convenience Store, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Pune,Maharashtra,India,Private,296133.3333333333,"['Computer Science and Engineering', 'Electronics Engineering', 'Mechanical Engineering', 'Information Technology', 'Mechanical Engineering', 'Computer Engineering', 'Electronics Engineering', 'Information Technology', 'Computer Science and Engineering', 'Computer Science and Engineering', 'Computer Engineering']"
Shah and Anchor Kutchhi Engineering College,Co-Ed,,1718.0,91.0,1985.0,2.9,"University of Mumbai, Mumbai","Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Alumni Associations, Guest Room, Banks Facilities",Mumbai,Maharashtra,India,Private,320625.0,"['Computer Science and Engineering', 'Electronics and Computer Engineering', 'Information Technology', 'Computer Engineering', 'Electronics Engineering', 'Computer Science and Engineering', 'Electronics and Computer Engineering', 'Information Technology']"
Lokmanya Tilak College of Engineering,Co-Ed,3 Acres,2216.0,108.0,1994.0,2.8,"University of Mumbai, Mumbai","Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories",Navi Mumbai,Maharashtra,India,Private,406000.0,"['Mechanical Engineering', 'Computer Science and Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Electronics Engineering', 'Electronics and Computer Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Computer Science and Engineering', 'Mechanical Engineering', 'Computer Science and Engineering']"
KIT's College of Engineering,Co-Ed,30 Acres,3059.0,176.0,1983.0,3.1,"Shivaji University, Kolhapur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Guest Room, Banks Facilities",Gokul Shirgaon,Maharashtra,India,Private,245141.76470588235,"['Computer Science and Engineering', 'Mechanical Engineering', 'Civil Engineering', 'Bio Technology', 'Electrical Engineering', 'Electronics Engineering', 'Electronics and Computer Engineering', 'Civil and Environmental Engineering', 'Computer Science and Engineering', 'Electronics Engineering', 'Civil and Environmental Engineering', 'Information Technology', 'Production Engineering', 'Mechanical Engineering']"
University Institute of Chemical Technology,Co-Ed,,,15.0,1994.0,4.8,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon","Boys Hostel, Girls Hostel, Gym, Library, Sports, IT Infrastructure, Laboratories",Bambhori Pr. Chandsar,Maharashtra,India,Public/Government,84925.0,"['Petro Chemical Engineering', 'Oil,Oleochemicals and Surfactants Technology', 'Pharmaceuticals Chemistry and Technology', 'Polymer Engineering and Technology', 'Food Technology', 'Oil and Paints Technology', 'Paints Technology', 'Plastic and Polymer Technology', 'Petro Chemical Engineering', 'Food Technology', 'Paints Technology']"
National Fire Service College,Co-Ed,,216.0,4.0,1956.0,2.7,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Guest Room",Nagpur,Maharashtra,India,Public/Government,96000.0,['Safety and Fire Engineering']
Pillai College of Engineering,Co-Ed,16 Acres,2784.0,159.0,1999.0,2.9,"University of Mumbai, Mumbai","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Panvel,Maharashtra,India,Private,345400.0,"['Computer Science and Engineering', 'Electronics Engineering', 'Electronics and Computer Engineering', 'Information Technology', 'Mechanical Engineering', 'Automobile Engineering', 'Mechanical Engineering', 'Computer Science and Engineering', 'Electronics and Computer Engineering', 'Information Technology']"
Padmabhushan Vasantdada Patil Pratishthan's College of Engineering,Co-Ed,7 Acres,1178.0,64.0,1990.0,2.7,"University of Mumbai, Mumbai","Gym, Library, Sports, Cafeteria, Medical/Hospital, IT Infrastructure, Laboratories, Alumni Associations",Mumbai,Maharashtra,India,Private,434000.0,"['Computer Science and Engineering', 'Information Technology', 'Electronics Engineering', 'Computer Engineering', 'Electronics Engineering', 'Electronics and Computer Engineering']"
Saraswati College of Engineering,Co-Ed,,2005.0,119.0,2004.0,3.1,"University of Mumbai, Mumbai","Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations",Navi Mumbai,Maharashtra,India,Private,338000.0,"['Civil Engineering', 'Electronics Engineering', 'Mechanical Engineering', 'Automobile Engineering', 'Civil Engineering', 'Computer Science and Engineering', 'Information Technology', 'Mechanical Engineering', 'Mechanical and Mechatronics Engineering (Additive Manufacturing)', 'Structural Engineering']"
Government Polytechnic,Co-Ed,28 Acres,2799.0,103.0,1957.0,2.2,,"Boys Hostel, Girls Hostel, Gym, Library, Cafeteria, IT Infrastructure, Laboratories, Alumni Associations, Banks Facilities",Pune,Maharashtra,India,Public/Government,27818.5,"['Computer Engineering', 'Mechanical Engineering', 'Civil Engineering', 'Civil Engineering', 'Civil Engineering', 'Computer Engineering', 'Electrical Engineering', 'Electrical Engineering', 'Electrical Engineering', 'Electronics Engineering', 'Electronics Engineering', 'Electronics Engineering', 'Information Technology', 'Mechanical Engineering', 'Mechanical Engineering', 'Computer Engineering', 'Information Technology']"
Zeal College of Engineering and Research,Co-Ed,,3100.0,115.0,2007.0,2.8,"Savitribai Phule Pune University, Pune","Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories",Pune,Maharashtra,India,Private,292055.5555555556,"['Computer Science and Engineering', 'Electrical Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Civil Engineering', 'Computer Engineering', 'Computer Engineering', 'Electronics Engineering', 'Information Technology', 'Information Technology', 'Mechanical Engineering', 'Computer Engineering', 'Electrical Engineering']"
